FeatureID	Taxon	Confidence
01194821b2df2b2b1be26334c4e1e199	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;__;__;__	0.997535276613354
0119c6d2694f12c4574321f3261161f1	k__Bacteria;__;__;__;__;__;__	0.999581964235678
011b7384639c68a517141d203d6f122f	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;s__psychrophilum;	0.740152536829745
011cb346ad90f2dc525f38452f1097ba	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;__	0.927297586707757
011eb11d1156d4dc6feb36c36969651a	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ascidianibacter;s__aurantiacus;	0.932707221795265
011fca6f550a38de01575d27bba28a2b	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella;__	0.999998570379687
011fd77c025830bee66542272a411153	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__iners;	0.999999418563901
0122d4d8a400f9978050487881e90353	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;__;__	0.728624035698404
01247ae774cca19d14a02a29855a86d6	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Neptunomonas;__	0.999263010218513
01286f571d2bd05261c2655fbf1f1b61	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Marinomonas;__	0.991495297405439
0128b5e54bca1dc98a58634d74b5531a	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aureitalea;s__marina;	0.737529783160061
012ab792c3e976a84d90d871b3ee1c6c	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;__;__	0.998236631785142
012b805468bad72a2333e7db2eb3d102	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;__;__;__	0.769268830041538
012f52cbaa638a43b4e5b3d05770da59	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;__;__	0.99621179144452
012fb385b3b78afa516711c4279c8e3d	k__Bacteria;p__TM6;c__SJA-4;__;__;__;__	0.999922713653154
01304879cee0b08ad85303252577db69	k__Bacteria;p__Proteobacteria;__;__;__;__;__	0.714938106313049
013534bac89a3de1c6035d8459da9bc0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__yanoikuyae;	0.733572947131475
01354fc9e9982e5f6a0027411885afa3	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;__;__	0.879934430373048
0137bca29767189acc950509bad42bdd	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;__;__	0.99993395395744
013818033df813f048dd37ef4e135bdc	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__OM27;__;__	0.981264536631511
0138b897218247226f5202bd36baa185	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;__;__	0.958260747933601
013cde7f5a76f2e5527da153b14b2237	k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae;g__Lewinella;__	0.828490602994597
0142b0989d2119512c50a32c573608cf	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;__;__	0.994639742193856
01458327f5ba0bc86983e9ed6ed32d49	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;__;__;__;__	0.822816553812338
0146b41c6e114d91f73125ab60ac7b76	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;__;__	0.789447227791407
0148f8c4be3b8e34d67bbd802c0dc2ce	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae;__;__	0.992780498452494
014b0cff3c6515b2c68a57da06686c08	k__Bacteria;__;__;__;__;__;__	0.966397987548905
014e8799575d37967ed8a6752220d0f9	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;__;__;__;__	0.999488886693928
0152160d94e167e9123611d068bf9915	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__JTB215;__;__	0.999958439119409
01526e08015eb66b0c2fe2ae1b4dfd35	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Neptuniibacter;s__caesariensis;	0.958766015236984
01529b9a7bf3ff606ab598d1dc809ca6	k__Bacteria;p__Proteobacteria;__;__;__;__;__	0.990754020494042
0153f2d5af2fb1b04bfb4f8bfb4550dc	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;__;__;__	0.999672987044036
01547752885d07189eedbb29d4360a2b	k__Bacteria;__;__;__;__;__;__	0.965675773031137
0159cb5a677c3fc5f954cfb199012be2	k__Bacteria;p__Planctomycetes;c__C6;o__d113;__;__;__	0.999958788000836
015b383a17db432b46b287d7b089cac3	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Kaistobacter;__	0.978862641904297
015b8deb90c145a85aa12019ce24c1c6	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;__;__;__	0.950546055468885
015ba3911c50c73cb723d7c255689f12	k__Bacteria;p__Acidobacteria;__;__;__;__;__	0.851199391543762
015be9cc1dc2bab0db118b26741499a9	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;__;__;__	0.977764871451157
015ce8ac9b030196f0d10177a9554a53	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;__;__;__;__	0.970603068391883
015d98504e1c52af9dfc2b1a7ad0ba6a	k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;__	0.999996807680255
015e7167740f180dc63c7a952c4be55b	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;__;__	0.999953004169005
0160960b9369e917f0eb9c0f1174b6c1	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;__	0.72124250529944
01612210432a6961f60d5a3e79e0ac89	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;__;__;__	0.914400340742571
